body,title 
"
No hay días aburridos para los fotoperiodistas de EL UNIVERSAL. Ya sea de madrugada, en sus días de descanso o en los de “agenda floja”, los fotógrafos de esta casa editorial se la pasan cazando con pasión las imágenes que ya han visualizado incluso antes de encontrarlas.
Y esta semana no fue la excepción. Un fuerte sismo de 7.5 grados de magnitud, la cobertura de la pandemia del coronavirus 24/7 y ahora las postales de la nueva normalidad, tanto en negocios como en la vida familiar, fueron algunos de los momentos más destacados de la semana.
Aquí, sus historias y reflexiones.

Guardia nocturna con paramédicos en Neza, de Diego Simón Sánchez. 14 de junio
Foto: Diego Simón Sánchez/ EL UNIVERSAL
Hice guardia por dos días con los paramédicos de Nezahualcóyotl, los acompañé de 19:30 a las cinco de la mañana . Yo buscaba hacer fotos del traslado de una persona con síntomas de Covid-19. A lo largo de la noche me tocó ver dos accidentes viales, dos pleitos de casa y varios servicios de personas con problemas respiratorios. Me sorprendió que muchos no quieren ser trasladadas al hospital porque eso ya significa para ellos que van a morir de coronavirus, aunque hayan llamado a la ambulancia por otro motivo. Por ejemplo, una señora que tenía cáncer ya requería ir al hospital, pero la familia se opuso.
El horario y el tratar con personas que estaban enfermas o heridas fue muy agotador. Seguimos la ambulancia en carro, todo el tiempo me iba mensajeando con la paramédico para saber a dónde iban. Pero mantener su ritmo fue complicado porque salía un accidente en una zona y 10 minutos después ya tenían que estar en otro lado y, obviamente, la ambulancia iba muy rápido. 

Solidaridad con los mariachis, quienes ofrecieron un par de serenatas, de Diego Simón Sánchez. 21 de junio
Foto: Diego Simón Sánchez/ EL UNIVERSAL
Varias ONGs convocaron a mariachis en Garibaldi para entregarles despensas. Las organizaciones prepararon todo, incluso marcaron las equis donde debían pararse los músicos para mantener la sana distancia. El evento resultó ser muy grande, había cerca de 200 mariachis. Hubo un momento donde llegó gente del gobierno para detener el encuentro porque sí era mucha gente, pero al final dejaron que tocaran dos canciones y recogieran sus despensas. Los mariachis estaban muy agradecidos, porque es uno de los grupos más afectados por la pandemia.
Foto: Diego Simón Sánchez/ EL UNIVERSAL
Algunos traen la mascarilla abajo porque eran los cantantes y pues los que tocan la trompeta tampoco tuvieron otra opción.

Convivencia familiar en la nueva normalidad, de Diego Simón Sánchez. 21 de junio
Foto: Diego Simón Sánchez/ EL UNIVERSAL
En los últimos días se ha incrementado el número de gente paseando en las calles. Entonces el Día del Padre salí a buscar este tipo de escenas familiares fuera de casa. Llama la atención los cubrebocas de esta familia, muy coloridos. Una escena común, el papá cargando al niño en sus hombros y su esposa pero ahora en esta nueva forma de salir a la calle con protección porque ya no hay de otra.

Debate político, de Berenice Fregoso. 21 de junio

Foto: Berenice Fregoso/ EL UNIVERSAL
Cada domingo salen personas a manifestarse contra el Presidente. Ese día la caravana era pequeña, entonces tuve que correr para alcanzarlos porque pasaron rápido. La señora del carro pertenece a ese movimiento de “Chalecos mexicanos”, grupo contra AMLO. Justo cuando iba a avanzar el auto se le acercó otra mujeres para confrontarla, no de manera violenta. Fue un diálogo para intercambiar su opinión sobre el gobierno. La señora del auto aseguró que no era fifí e insistía en que su carro era promedio y que ella se manifestaba porque en este sexenio se ha visto muy afectada. Mientras que la otra señora le argumentaba que este gobierno nos estaba sacando de la corrupción. Fue un intercambio muy cortés.

Gestos por el bien común, de Adriana Hernández. 22 de junio
Foto: Adriana Hernández/ EL UNIVERSAL
Ese día la agenda estaba floja, entonces había que salir a buscar y buscar. Además de nuestras órdenes del día, yo creo que todos traemos ganas de contar historias y de mostrar a la gente que se está fletando todos los días y nos está cuidando.
Aproveché que estaba en Reforma para buscar al niño bolero que me dio una portada. Esa foto me costó mucho sacarla porque el papá no quería que la gente creyera que estaba abusando de su hijo, quien en realidad quería apoyar a su familia. Lo estaba buscando para regalarle la foto.
Retrato de un niño bolero, capturado en abril por Adriana Hernández. Foto: Adriana Hernández/ EL UNIVERSAL
A la vez, veía que más podía fotografiar y me la pasé caminando un buen rato. Incluso deseé que ya lloviera, creo que ya todos vamos con la imagen construida que queremos hacer. Ahí fue cuando escuché la máquina con la que sanitizan y corrí a alcanzar a los trabajadores, confieso que ni respeté el paso peatonal.
Yo creo que hoy en día no podemos llegar a robar la foto por la vulnerabilidad que estamos viviendo, entonces me acerque y les pregunté si podía ponerme a chambear con ellos y me dijeron que sí. Lo que me causó admiración fue la limpieza de los teléfonos públicos. Uno usualmente ve que los sanitizan y ya, pero la chica los limpiaba con un trapo. Me pareció amable el gesto porque yo creo que ya casi nadie los usa, pero al final del día uno se recarga ahí o la gente va y echa su basura o no sabemos si es que los indigentes los usan. Esta chica me dijo que pues lo que los pongan a hacer, lo hacen porque es su trabajo. Bien pudo no haberlos limpiado, pero fue una consideración que tuvo con los demás.

Conmoción ante el movimiento telúrico, de Berenice Fregoso. 23 de junio
Foto: Berenice Fregoso/ EL UNIVERSAL
Estaba en mi casa, aún no me iba a trabajar y de repente sonó la alarma sísmica. Esa foto la tomé con celular porque sólo agarré a mi perrita, mi teléfono, las llaves y salí corriendo por mi vida como todos. La intención de tomar el teléfono fue más por documentar todo lo que pasaba en la calle. Esa familia justo estaba volteando a ver cómo se movía el edificio.

Muchas tragedias a la vez, de Juan Boites. 23 de junio
Foto: Juan Boites/ EL UNIVERSAL
Los sismos antes no me espantaban, pero ahora que vivo en un sexto piso es diferente. Era mi día de descanso y estaba en video llamada con mi sobrino cuando empezó a sonar la alerta sísmica y ya no pude salir. Nunca había visto un sismo desde las alturas, veía como se movía la (Torre) Latino y sentía cómo mi edifico se movía pensando que se iba a caer, me espanté mucho.
Mi vecino de abajo también es reportero. Entonces cuando pasó el temblor, lo primero que hice fue gritarle para ver cómo estaba, pero no me contestó; los otros vecinos me dijeron que ya se había ido a trabajar. Ahí fue cuando caí en cuenta que yo también tenía que irme a trabajar. Tomé la cámara, mi moto y salí a buscar imágenes.
Fui a la Alameda, cerca de los hoteles porque sabía que ahí se hospedan los doctores que vinieron de Cuba. Los encontré y entre la serie de fotos salió ésta en la que se ve a una mujer muy asustada siendo abrazada por un hombre, tratando de calmarla.
La imagen me hizo pensar en que si nosotros estábamos espantados, ellos de seguro estaban aterrados porque está la pandemia, su presencia en México ha sido muy criticada, están fuera de su país y luego el sismo. Creo que la foto refleja el estado de ánimo de los doctores y supongo que todos los sentimientos encontrados que están sintiendo en estos últimos días.

Rigor militar ante casos de Covid-19, de German Espinosa. 24 de junio
Foto: German Espinosa/ EL UNIVERSAL
Ese día realizamos un recorrido en el Hospital Central Militar que ya también es un hospital Covid. Esa parte es el pasillo de la entrada de urgencias destinada para las personas con síntomas de coronavirus. A diferencia de los otros hospitales, hay mucha protección. Desde que uno entra al nosocomio es recibido por soldados bien equipados con este traje blanco. Al interior todos traen protección, dependiendo de sus funciones es mayor o menor y usan diferente indumentaria. En los hospitales para civiles sólo el personal del área Covid usa estas prendas.
En la imagen también se puede ver el orden militar, todo estaba muy organizado. Desde antes de ingresar, a uno lo envían a una zona de triage respiratorio en el que revisan si tienes alguna enfermedad respiratoria y dependiendo de ello te dejan pasar o no.

Las estrictas medidas de protección en salones de belleza, de Adriana Hernández
Foto: Adriana Hernández/ EL UNIVERSAL
Los fotógrafos hemos estado buscando otros temas que no sólo sean hospitales. Ya tenía muchas ganas de hacer este de las estéticas porque es un oficio en el que la interacción con otra persona es obligada. Buscaba un negocio que aplicara medidas contra el coronavirus y pensé en la Roma, pero la verdad es que ahí nada más aplicaban el gel y pedían cubrebocas. Por mi colonia encontré el negocio de la señora Josefina. Me llamó la atención por todos los letreros que tiene en los que se lee “Quédate en casa” y muestran las nuevas medidas.
Tras agotarse sus ahorros y dos meses de haber cerrado, Josefina no tuvo otra alternativa, mas que volver al trabajo. Me invitó a una cita y me mostró lo que le pide ahora a sus clientes. Tiene una banca afuera por si van con acompañante, además de un tapete para desinfectar los zapatos. Cada persona que entre al negocio debe lavarse las manos y luego ponerse gel. No permite el ingreso sin mascarilla y no la retira a la hora de hacer el corte. Aunque eso sí, no usa guantes porque se cortan con las tijeras, no duran y no quiere contaminar tanto.
En la foto está atendiendo a Antonio, un cliente que durante la cuarentena se cortó a sí mismo el cabello y ahora fue a que Josefina le arreglara el desastre que había hecho.
fjb
","Sismo, mariachis y una noche con paramédicos, en las mejores fotos de la semana"
,Mamá de “El Marro” sale de penal; Fiscalía no pudo sustentar acusaciones
"
El Covid-19 no sólo mata gente, también mata ideas. Y cuando no las mata, las desprestigia y debilita. Las ideas tradicionales sobre oficinas, hospitales y universidades, por ejemplo, no sobrevivirán incólumes a las secuelas económicas de la pandemia. Tampoco lo harán algunas de las ideas más globales sobre economía y política. Estas cuatro, por ejemplo:

1) Estados Unidos es una fuente de estabilidad para el mundo. 
Falso. Washington es un importante epicentro de inestabilidad geopolítica. Las reacciones del gobierno de George W. Bush a los ataques terroristas del 11-9, por ejemplo, provocaron largas guerras. En 2008, Estados Unidos exportó al mundo una grave crisis financiera. Desde su elección en 2017 Donald Trump muestra, casi a diario, que en vez de calmar al mundo y a su país, prefiere fomentar conflictos y azuzar discordias. Sus reacciones a la pandemia han reconfirmado que la Casa Blanca es un aliado volátil, torpe y poco confiable.
La gran ironía de que Estados Unidos irradie inestabilidad es que uno de los mayores beneficiarios del orden internacional que Trump está desvencijando, es la nación que él preside. 

2) La cooperación internacional. 
La pandemia ha confirmado que no existe una comunidad internacional capaz de enfrentar concertadamente amenazas globales. Las tragedias de Siria, Yemen, Venezuela o los Rohingyas son sólo algunos ejemplos de la inefectividad de la comunidad internacional. Esa comunidad internacional idealizada, que trabaja coordinadamente, ha brillado por su ausencia durante esta emergencia sanitaria. 
Así, en momentos en que enfrentamos a un enemigo global, los países, en vez de unirse para enfrentar juntos el enemigo común, se atrincheran detrás de sus fronteras.
La pandemia debería haber fortalecido a la Organización Mundial de la Salud (OMS), un ente multilateral defectuoso pero indispensable. En cambio, Estados Unidos, convencido de que la OMS ha sido capturada por el gobierno chino, en vez de liderar una gran coalición internacional para reformar a este organismo multilateral, decide retirarse del mismo. 
La desconfianza a la cooperación internacional también ha contribuido a fragmentar y hacer más ineficiente la coordinación entre países con respecto a normas, producción y distribución de medicinas y materiales médicos, por ejemplo. Y esta es otra ironía: el desprestigio de la colaboración internacional ha hecho que a una amenaza global se le haya dado una respuesta esencialmente local —e inadecuada—. 

3) La austeridad fiscal. 
Esta idea, antes muy popular como remedio obligatorio para enfrentar una crisis financiera ahora es tóxica. Ante un crash económico, el gobierno debía restringir severamente sus gastos y deudas. Ahora es todo lo contrario: gastar más y endeudarse más es la receta de moda. Así, en todas partes, los gobiernos han aumentado el gasto público a niveles inéditos. El déficit fiscal, que es la diferencia entre la recaudación de impuestos y otros ingresos del gobierno y el gasto público, se ha disparado a niveles nunca vistos. 
En Estados Unidos, por ejemplo, el déficit fiscal de este año alcanzará un monto equivalente al 24% del total de la gigantesca economía estadounidense. El endeudamiento de casi todos los países también ha aumentado. La deuda más grande del mundo en relación al tamaño de su economía la tiene Japón. EU es el campeón mundial en cuanto al monto absoluto de dinero que debe (20 billones —o trillones, en inglés—). En los próximos años, cuándo y cómo se pagarán estas deudas (¡y por quién!) será un importante y furibundo debate global. 

4) La globalización.
Esta es otra idea que antes era idealizada y ahora es demonizada. Como suele ocurrir, no era tan buena antes, ni es tan mala ahora. Para muchos, la globalización se expresa en términos del flujo de productos y dinero entre países. 
Para otros, su principal y más preocupante manifestación es la inmigración. En la práctica, la globalización es mucho más complicada. Incluye, por supuesto, el enorme aumento de los flujos internacionales de productos, servicios, dinero e información. Pero también incluye las actividades de terroristas, traficantes, criminales, científicos, artistas, filántropos, activistas, deportistas y organizaciones no gubernamentales. Y, por supuesto, también a las enfermedades que ahora se mueven a gran velocidad entre continentes. 
Los gobiernos pueden obstaculizar algunas de sus manifestaciones o estimular otras. Lo que nadie puede hacer es detener por completo las múltiples formas en las que se entrelazan los países. La pandemia y sus graves secuelas económicas van a fomentar la búsqueda y adopción de políticas que amortigüen los shocks externos que periódicamente sacuden a los países. Habrá más proteccionismo. Pero las ventajas y atractivos de algunas facetas de la globalización no desaparecerán. 
¿Qué tiene en común estas cuatro ideas dañadas? Que las cuatro son importantes pilares del orden mundial que surgió después de la segunda guerra mundial. Si bien los cuatro están dañados y desprestigiados es posible repararlos y mejorarlos. Este es un principalísimo reto en los años por venir. 
 

Miembro distinguido del Carnegie Endowment for International PeaceTwitter: @moisesnaim 
",Cuatro ideas dañadas por la pandemia
"

El Servicio de Administración Tributaria (SAT) contará con información actualizada de los socios y accionistas para ver prácticamente hasta “las tripas” de las empresas en México sin importar su tamaño o sector, a través de un aviso que deberán entregar 2 millones de personas morales.

Mañana martes vence el plazo para cumplir con la nueva disposición que por primera vez se aplicará a raíz de los cambios fiscales que aprobó el Congreso de la Unión el año pasado.

A los que no cumplan se les cancelará el sello digital, con lo cual no podrán facturar, o tendrán que pagar una multa que va de entre 3 mil y 10 mil pesos.

En el catálogo de obligaciones para las empresas hay una nueva que se menciona en el artículo 27 apartado B, fracción VI del Código Fiscal de la Federación.
 También lee: Recupera el SAT 28 mil millones de pesos de empresas evasoras

Se establece que tendrán que presentar un aviso en el Registro Federal de Contribuyentes (RFC) con información actualizada de los socios o accionistas.

Deben incluir el nombre y la clave del RFC de cada uno cada vez que se realice alguna modificación o incorporación.

Vigilancia profunda

Esta información podrá ser útil para el fisco a fin de detectar a defraudadores fiscales o posibles delitos con operaciones con recursos de procedencia ilícita.

“La nueva disposición tiene de fondo seguir avanzando en la prevención de lavado de dinero y en el combate a operaciones simuladas que usan las factureras”, dijo el especialista, Javier Zepeda.
 

Pueden darse casos de que haya prestanombres en las actas constitutivas de las empresas y que de alguna manera también puedan figurar en otras compañías.

Consideró que la información puede ser útil para el reporte conocido como vigilancia profunda que elabora el fisco, que es una especie de informe que muestra “las tripas” de cada contribuyente, en el cual se pueden detectar discrepancias fiscales.
 También lee: SAT decomisa drogas en aduanas de Chiapas y en aeropuerto de CDMX

Para ilustrar este procedimiento hace una comparación con las prácticas utilizadas en el Poder Judicial.

“Cuando el SAT ubica una discrepancia invita al contribuyente a una reunión; para ello le notifica al representante legal y cuando asiste lo pasa a un lugar que es una especie de sala de tortura” como las que usaban los judiciales”, dijo.

Es una área en donde sólo existe un monitor de televisión y no se permite a los contribuyentes utilizar el celular ni tomar fotos o video.

Ahí los funcionarios del SAT le muestran este reporte de vigilancia profunda con los movimientos fiscales del contribuyente en los últimos cinco años y su nivel de cumplimiento para ver si ha subido o bajado el pago de impuestos y por qué.

Zepeda enfatizó la forma en que se hace no tiene ningún sustento legal, por lo que se puede interpretar como una intimidación para decirle que dadas las discrepancias hay un adeudo fiscal.
 También lee: SAT pone a 23 empresas y un contribuyente en lista definitiva de factureros

También el reporte de vigilancia profunda mostrará si el contribuyente es socio o accionista de otras empresas, es decir, la relación que tiene con otras compañías.

Para el especialista, es la parte en la que entrará la Unidad de Inteligencia Financiera (UIF) de la Secretaría de Hacienda y Crédito Público (SHCP)para buscar la relación de empresas con operaciones simuladas.

El especialista dijo que pareciera que se trata de una obligación muy simple de enviar el aviso al SAT, pero en realidad trae un trasfondo que es muy importante.

Por eso, recomendó que aunque no haya ninguna modificación de los integrantes del consejo con sus accionistas o socios, es preferible enviarlo para evitar sanciones y no ser molestado por el fisco.

Lo increíble, es que muchas empresas no saben la relevancia que tiene esta nueva disposición, y por ello pocas empresa la están cumpliendo o se están esperando hasta la fecha límite, advirtió.

El plazo vence el próximo 30 de junio y seis de cada 10 empresas no lo han hecho, con el riesgo de perder su sello digital y pagar multas, destacó.
",Indaga SAT a socios y accionistas por posible lavado de dinero
"A través de su cuenta oficial de Facebook, la actriz María Sorté envió a sus contactos un mensaje de apoyo, luego del atentado que sufrió su hijo, el Secretario de Seguridad Ciudadana de la CDMX, Omar García Harfuch, el pasado viernes. 
En la publicación, la famosa dio gracias a quienes han mandado oraciones para la recuperación del funcionario, el cual habría sido atacado por el Cartel Jalisco Nueva Generación, de acuerdo con sus propias palabras. 
“Muchas gracias a todos por sus oraciones y muestras de cariño. No me canso de darle gracias a Dios por su amor y misericordia. Gracias a todos, les mando un abrazo. Que Dios los bendiga”, escribió la madre de García Harfuch, junto con unos cariñosos emojis. 
Del mismo modo, la actriz no dejó pasar la oportunidad de extender una oración para su hijo, a través de su cuenta de Instagram, en la que compartió un fragmento del salmo 91 de la biblia. 
“Pues te cubrirá con sus alas, y bajo ellas estarás seguro. ¡Su fidelidad te protegerá como un escudo!”, reza el versículo que compartió. 
Y es que durante las primeras horas del pasado viernes, la Ciudad de México se estremeció con la noticia de que el Secretario de Seguridad Ciudadana había sobrevivido a un violento atentado, del cual actualmente se recupera en el hospital. 
En el atentado, el funcionario resultó herido de tres balazos y fue operado de manera satisfactoria, de acuerdo a sus propias publicaciones de Twitter. 
Desafortunadamente no todos corrieron con la misma suerte, ya que durante el ataque armado, dos escoltas de García Harfuch perdieron la vida, así como una mujer ajena a los hechos, que se encontraba en la escena del crimen. 
Es de mencionar que tras el tiroteo, al menos 19 personas fueron detenidas. 
EL DATO 
Omar García Harfuch es hijo de María Sorté y Javier García Paniagua, político mexicano que en 1981 estaba dentro de los aspirantes del PRI para participar en las elecciones a la Presidencia de la República en 1982.


 
 
 

Ver esta publicación en Instagram

 
Una publicación compartida de  María Sorté (@_mariasorteoficial_) el 28 Jun, 2020 a las 9:27 PDT


",
"
Katy Perry abrió su corazón y confesó que estuvo a punto de terminar con su vida, luego de sufrir una depresión muy fuerte por dos motivos en particular.
La cantante de ""Firework"" fue entrevistada por una estación de radio neoyorquina Sirius XM y ahí destapó un episodio oscuro de su vida, luego de que rompiera con el ahora padre de su hijo Orlando Bloom, aproximadamente tres años atrás y que su quinto disco, ""Witness"", no tuviera el éxito que ella esperaba.
""Mi carrera estaba en esta trayectoria cuando estaba subiendo, subiendo y subiendo y luego tuve el cambio más pequeño, no tan grande desde una perspectiva externa. Pero para mí fue sísmico... Había dado tanto, y literalmente me partió a la mitad. Había roto con mi novio, que ahora es el futuro papá de mi bebé. Estaba emocionada por volar alto con mi disco y el disco ya no me puso alto, así que me caí"", confesó.

También lee: Miranda Kerr, ex de Orlando Bloom, dedica mensaje a Katy Perry 

""Witness"" fue uno de los materiales de Perry que tuvo buenas críticas, sin embargo el sistema publicitario fue fallido por lo cual no pudo vender como se había previsto, y esto fue uno de los factores por lo que la cantante de pop no tuviera el reconocimiento que ella pensó que iba a conseguir.
Fue en ese tiempo que el actor de ""El señor de los anillos"" y ella decidieran tomarse un respiro por lo que Perry reconoció que sino hubiera sido por sus amigos y familiares ese momento hubiera terminado mal, es por ello que tuvo su tiempo para agradecer a todas las personas que la rodearon.

 



 


 

 



 




Ver esta publicación en Instagram


 



 

 

 



 

 



 

 

 



i’ve got to shed all this skin if I want the distance let the sun in pull out the weeds and focus my vision

Una publicación compartida de  KATY PERRY (@katyperry) el 16 Jun, 2020 a las 9:04 PDT




""La gratitud es lo que probablemente me salvó la vida, porque de no ser por ella me hubiera visto más y más arrastrada a ese pozo de tristeza"", comentó la cantante de 35 años de edad originaria de Santa Bárbara, California.
""Mi esperanza es que algo más grande que yo, me creó para un propósito y me creó por una razón, y que no soy desechable, y que cada persona que ha sido creada tiene un propósito”.
Ahora todo ha quedado en el olvido para Perry, ya que vive en estos momentos una de las etapas más maravillosas, como así lo expresó, en la vida, porque está a punto de ser mamá.

También lee: Katy Perry vive un espiral de emociones durante la cuarentena 

La relación de Bloom y Perry dio inicio en el 2016 y fue en el Festival de Cannes cuando lo oficializaron publicamente, pero la presión pública y mediática, entre otras cosas, hizo que rompieran. Meses después el actor y la estrella musical regresaron.

Bloom le pidió matrimonio a Perry en el 2019 justo en el día de San Valentín tras regalarle un anillo de compromiso con forma de una flor. La pareja a principios de año anunciaron que ya esperan un hijo.

 
",Katy Perry se quiso suicidar tras romper con Orlando Bloom
,
"





La Secretaría de Educación Pública (SEP) presentó el nuevo calendario escolar por coronavirus Covid-19.
Se trata de unl plan de regreso a clases escalonado, el cual estará en en función de las condiciones marcadas en el semáforo de Covid-19 ante la nueva normalidad por coronavirus.
El regreso a clases solo será posible en caso de que el semáforo Covid-19 se encuentre en verde.
¿Cuándo acaban las clases en línea de Aprende en casa?
La última semana de clases a través del sistema Aprende en casa es ésta, del 1 al 5 de junio.
¿Cuándo es el regreso a clases 2020?
Si el semáforo Covid-19 está en verde, el regreso a clases presencial en México será el próximo lunes 10 de agosto.
¿Cuándo son las vacaciones de verano 2020?
Aunque no habrá vacaciones como tal, pues debemos permanecer en casa atendiendo las medidas de sana distancia y el semáforo de coronavirus, el receso entre ciclos escolares para los alumnos inicia el 8 de junio.
En tanto que los maestros realizarán una valoración del ciclo escolar del 8 al 12 de junio y tendrán labores administrativas del 15 al 19. El receso magisterial de verano será del 22 de junio al 17 de julio.
¿Cuándo es el próximo Consejo Técnico Escolar (CTE)?
Las dos últimas semanas de julio se realizará el Consejo Técnico Escolar (CTE).
Inscripciones ciclo escolar 2020-2021
Del 3 al 7 de agosto será la semana de sanitización de planteles e inscripciones.
Curso remedial 
En las primeras semanas de clases, del 10 al 28 de agosto, se impartirá para un curso remedial para los niños.
El curso remedial de nivelación que permitirá una evaluación diagnóstica para detectar personalizadamente por alumno el nivel de aprovechamiento y posibles rezagos en el aprendizaje.
Este curso durará tres semanas y para guardar la sana distancia la asistencia será alternada. Por ejemplo, lunes y miércoles irán de A a la N y martes y jueves de la M a la Z, y los viernes el 50 por ciento del salón que tenga mayor rezago serán los que atenderán este curso remedial.
Nuevo calendario escolar de la SEP 2020-2021
El nuevo ciclo escolar 2020-2021 iniciará como tal el 31 de agosto.
Regreso a clases educación media superior
En el caso de preparatorias y bachilleratos, habrá un curso remedial del 3 al 28 de agosto. 
El ciclo escolar 2020-2021 iniciará el próximo 21 de septiembre.
MÁS INFORMACIÓN SOBRE EL REGRESO A CLASES ESCALONADO:


Nueva Escuela Mexicana en la nueva normalidad post coronavirus
Esteban Moctezuma presenta plan de regreso a clases escalonado 


Examen COMIPEMS 2020 se pospone por Covid-19; conoce la nueva fecha
 
Calendario Regreso a Clases... by Laura Islas on Scribd

",Nuevo calendario escolar por coronavirus Covid-19 para imprimir
,"Danna Paola, la reina de los stickers"
"
En el punto más alto de la pandemia, las aerolíneas están implementando varias medidas sanitarias para reducir el riesgo de contagio de Covid-19 en los vuelos.
Y sólo algunas están permitiendo que las familias viajen juntas o con el asiento de en medio vacío.
El protocolo de sana distancia y limpieza comienza desde que el pasajero llega al Aeropuerto Internacional de la Ciudad de México (AICM).
En la fila para documentar el equipaje está trazado en el piso la ubicación en donde se debe parar cada persona para guardar 1.5 metros de distancia.

En Magnicharters, al momento de pedir el pase de abordar se muestran los documentos de identificación a través de un panel de plástico para que el personal de la aerolínea no toque los documentos.
La maleta, después de ser pesada y etiquetada, se desinfecta con sanitizante a base de cuaternario de amonio.
Antes de pasar al filtro de seguridad se debe contestar un cuestionario requerido por el AICM en el que se pregunta ¿Qué países o ciudades has visitado en los últimos 14 días?
El cuestionario puede ser respondido en papel o se descarga mediante el escaneo de un código QR en el teléfono.
Con el cuestionario resuelto, lo cual puede tomar de cinco a 10 minutos, se puede pasar el filtro de seguridad, donde también se le toma la temperatura a cada pasajero.

Realizar estos pasos adicionales toma más tiempo, por lo que ahora, las aerolíneas están pidiendo llegar al aeropuerto con dos horas y media o tres de anticipación para vuelos nacionales.
En las salas de espera hay asientos bloqueados para guardar la sana distancia mientras se espera el abordaje.
Restaurantes, tiendas de ropa y accesorios dentro del AICM también limitan el número de personas que pueden entrar.
Hasta el momento no existe ninguna obligación por parte de las autoridades para que en el avión se deje libre el asiento de en medio.
Sin embargo, aerolíneas como Magnicharters están acomodando a los pasajeros de manera que las familias viajen juntas, las parejas dejen el asiento de en medio libre y si alguien va sólo también se cuida que vaya separado.
Humberto Lechuga, Jefe de Servicios a Bordo de Magnicharters, explicó que la aerolínea hace el abordaje desde la última fila de avión hacia la primera para guardar la sana distancia.

“Siempre se va a marcar la sana distancia en todos nuestros procesos de abordaje y documentación, así como en el descenso.
“Las familias pueden viajar juntas en la misma fila. Lo que realizamos es mantener la sana distancia con personas ajenas a la familia”, explicó.
Por la pandemia, la aerolínea suspendió el servicio de alimentos y bebidas a bordo, por lo que ahora se le permite a los pasajeros llevar su propia bebida.
Los sobrecargos proporcionan toallitas desinfectantes desde el abordaje, no pueden usar pulseras, aretes o anillos y usan cubrebocas todo el vuelo.
Los pasajeros tampoco pueden quitarse el cubrebocas durante todo el vuelo, únicamente para comer.
La Asociación de Transporte Aéreo Internacional no apoya la medida de dejar vacío el asiento de en medio, ya que no garantiza la eliminación del riesgo de contagio por coronavirus y elevaría hasta 54% el precio de los boletos al reducir la capacidad de transporte de pasajeros.
rmlgv
",Las nuevas medidas sanitarias para viajar en avión 
,Ricardo Raphael
"

Desde Nuevo León nos platican que otra vez el senador Samuel García Sepúlveda (MC) sacó una que otra carcajada entre la clase política, luego de que pidiera opinión sobre una encuesta en la que aparece como candidato de una virtual alianza PAN-MC a la gubernatura del estado para 2021. Sin embargo, nos explican, esa posibilidad es casi imposible, pues en el PAN no les ha gustado que don Samuel se la ha pasado vociferando contra ellos, pero de concretarse una alianza, nos detallan, sería el blanquiazul quien lleve la mano para designar al candidato o incluso preferirían tomar la opción de un aspirante ciudadano. Nos comentan que la divulgación de la encuesta por parte de don Samuel es un intento desesperado por recomponer su ya gastada imagen, luego de ser exhibido en redes sociales por su “doctorado” de una universidad desconocida, al grado de que ya lo han bautizado como el “doctor de los doctorados”. ¡Qué oso!

Alcalde pone “peros” a donativos

En Sinaloa, nos platican, al que le aplicaron la de “limosnero y con garrote” fue al alcalde de Culiacán, Jesús Estrada Ferreiro (Morena), pues primero estuvo pidiendo donación de cubrebocas para las familias más necesitadas, pero después don Jesús criticó que sólo le enviaran desechables, pues dijo que sólo son “trapitos que se pegan en la nariz y boca” y pidió donativos de buena calidad. Nos relatan que la Canirac había hecho donaciones con anterioridad y fue su dirigente, Miguel Taniyama Ceballos, quien le respondió que cómo con una mano pide solidaridad y con la otra descalifica; aseguró que a pesar de todo seguirán apoyando, pero tildó a la administración local de mediocre y gris, y de remate preguntó: la inseguridad y la violencia, ¿cómo van en Culiacán? ¡Ouch!

Y... ¿dónde está el presidente municipal?

Quien entró en polémica en Yucatán, nos comentan, es el alcalde de Umán —municipio conurbado a Mérida—, Freddy Ruz Guzmán (PAN), uno de los más férreos cuidadores de que se respeten las medidas sanitarias. Nos relatan que en una ocasión regañó en redes sociales a los habitantes por arrebatarse las despensas que se estaban repartiendo durante el confinamiento; luego, advirtió que habría sanciones a quienes no acataran las disposiciones sanitarias y salieran de sus casas sin cubrebocas. Sin embargo, nos indican, hay molestia porque don Freddy, sin avisar, se tomó unos días para viajar —presuntamente a Cancún y Tulum—, y fue notoria su ausencia. Ahora más de uno se pregunta: ¿qué andaba haciendo por allá?

“Cocinan” alianza opositora a Morena

En Veracruz, nos comentan, todo parece indicar que podría concretarse una alianza electoral opositora a Morena para los comicios de 2021, cuando se renueven alcaldías y diputaciones locales. Nos indican que aunque algunos liderazgos locales aún tienen resistencias, desde el altiplano están dictando línea para alianzas parciales entre el PAN, PRI, PRD y varios de los partidos pequeños, que podrían ser laboratorio de una gran alianza opositora y, nos dicen, ahora con más razón, luego de que Morena impulsó una reforma electoral para bajar las prerrogativas. Con este escenario, habrá que ver de qué cuero salen más correas.
","Ahora, senador hace ojitos a panistas"
